x,y,z,class
-0.721813177,-0.726407127,-0.055758027,2
2.690102748,2.018267064,-1.547951861,0
4.526743134,-4.633599632,-0.244825062,1
0.130627785,2.899332411,-0.147676571,2
2.817373112,4.151812109,-0.683191844,0
-1.288803022,4.820808245,0.272312807,2
1.222173257,-0.81688048,-1.105053922,2
-0.328387953,3.647509068,0.198214587,2
-3.222521476,2.011207983,-1.130345244,2
2.661324303,1.118560297,-0.755856731,0
3.12847185,0.670497729,-0.351880626,0
-4.874506954,-1.841166461,0.678449509,3
4.542728367,3.124228824,-0.35001972,0
3.126348552,1.156219405,-0.487293242,0
-1.685560046,2.898144068,0.07835802,2
4.905363216,2.270862029,-0.771572299,0
-4.322020473,-3.624995215,0.657417853,3
4.644359357,1.168814999,-0.520548825,0
4.556065575,1.843281244,-0.578564429,0
3.086133928,2.215422236,-1.495012106,0
-3.480465741,-2.782199048,0.051757161,3
4.780273993,-3.213295979,-1.239334942,1
-3.865736175,-4.547045662,0.677490329,3
1.555525502,1.132517671,0.142504995,0
-3.23316418,-3.608053726,0.357445036,3
-2.041106059,4.835824275,0.273235324,2
-4.841660977,0.993621153,-0.863263523,2
3.455464222,2.097831794,-0.988703547,0
-4.521393789,1.537013592,-1.069383079,2
-3.443331121,-3.137905823,0.171305902,3
-2.442426775,-2.341832447,-0.538888533,3
-1.529988155,-1.442421782,-0.147640098,2
3.492778248,-4.781515766,-0.860406577,1
-1.305098815,-3.772553291,0.628658118,3
-0.259982406,1.145035792,-1.939892955,2
-2.852649687,-3.816840873,0.406744133,3
-1.277320214,3.244149742,0.219852167,2
3.427198535,-4.687582163,-0.938439776,1
1.934328528,-0.874780992,-0.115881338,0
-2.139177684,3.505906629,0.248723757,2
-1.281083462,-4.229439024,0.669530328,3
2.813535846,1.992119079,-1.474930799,0
2.190252339,-0.294342252,-0.392151176,0
2.819903524,-0.893895683,-0.556062502,0
-2.648323547,2.91540143,0.045502923,2
4.553846896,-3.117790206,-1.240908348,1
0.988713655,-2.096714053,0.037204854,3
-4.594075291,-2.751312625,0.655429002,3
-2.58107644,3.982059285,0.270601096,2
-0.133661398,-0.600801462,-0.196497138,2
-1.067587482,-0.020284076,-0.079981157,2
-0.096349098,-0.772847284,-0.202261886,2
1.168329798,1.186428338,-2.765915172,2
0.094143462,0.893121475,-2.273477399,2
0.528003606,3.263739873,-0.391035086,2
-4.434181047,-1.338424453,0.272510113,2
-4.399886194,-3.209393628,0.643401537,3
3.475627346,1.822682568,-0.677524197,0
-1.036258726,-3.809669084,0.660488087,3
-0.538617915,2.054828879,-0.782843464,2
0.733210831,-2.978157298,0.292660525,3
-4.975007222,1.420383999,-1.072424908,2
-3.559877246,-4.560701047,0.672374201,3
4.857875154,2.216495547,-0.759770142,0
0.884952515,1.759168363,-2.265565024,2
2.790116994,2.98665841,-1.739054014,0
-0.27324512,1.557701678,-1.648136193,2
-1.096538353,-2.757902514,0.561947808,3
0.023228922,2.985012452,-0.044405438,2
2.751074588,-2.872412655,-1.256027709,1
3.552296922,-1.272924247,0.174261433,0
4.918421703,-2.822727445,-0.877143406,1
0.934917847,-2.660028915,0.09599975,3
0.474102849,-1.135211781,-0.50746192,2
3.654836181,3.107659559,-0.777314816,0
-1.249229531,-4.429686761,0.677173324,3
-2.149579788,-4.764845693,0.674733209,3
-0.17018705,-4.01023789,0.660024246,3
0.934690119,-4.021876584,0.096275903,3
-0.363091616,-2.823275949,0.666151728,3
2.841883859,2.140068701,-1.619393856,0
-3.547959441,-3.828485607,0.560866016,3
-0.691883231,-4.681548456,0.681119064,3
4.516100905,3.23557919,-0.225370244,0
4.577489065,-3.906845424,-0.955261842,1
0.843097278,1.65405633,-2.391418974,2
-3.129028492,-4.877598139,0.67830375,3
1.356668612,-3.281181858,-0.375316111,3
-3.576353253,-2.60635329,0.129099659,3
-2.793966898,-3.880461299,0.442822737,3
-0.051312756,2.150240308,-0.831760635,2
2.635901798,2.647839225,-1.952799672,0
-1.038055321,-2.614717661,0.579065059,3
-1.882661391,-1.119179288,0.147090559,2
2.301535886,-0.17680904,-0.488179127,0
4.911171488,-2.197761161,-0.259969287,1
3.802496435,2.572134241,-0.960997554,0
-1.006804555,0.886892548,-1.13445882,2
-1.02371896,0.315075279,-0.410358353,2
4.202123538,-2.595480257,-0.7473418,1
-0.243196494,-0.942126417,-0.233202055,2
4.120961762,0.305272751,0.307054239,0
-1.294769543,-3.938703383,0.648620803,3
-4.37322053,-3.943729226,0.673440084,3
2.82947934,-3.124763767,-1.289457274,1
-3.333791732,4.300515114,0.272874249,2
2.259151363,-3.518421119,-0.832538414,1
-1.777350065,2.646593427,-0.136431386,2
2.165638608,-3.47834363,-0.72406017,1
1.15907498,1.323962871,-2.758096077,2
2.983950663,-3.655189207,-1.303358236,1
-2.589416414,-4.841029362,0.675615208,3
1.26476441,-4.306721056,-0.276425576,3
-4.870471778,2.086584002,-0.576577219,2
-2.12478685,-2.571838787,-0.349987826,3
4.367589012,4.905395557,0.661979373,0
-4.844275982,4.104715186,0.272324448,2
-4.565657524,-2.384611868,0.652388484,3
3.503380387,3.576688699,-0.408412226,0
-2.083942905,-1.13000485,0.196313817,2
4.929654118,-3.247965382,-1.161233431,1
-4.104167224,0.338088731,-0.198338142,2
-4.630659823,0.786950347,-0.651805435,2
3.61545952,0.453048559,0.129558687,0
-1.862553631,-1.087568641,0.147246571,2
3.296691476,-4.235757549,-1.119334325,1
-3.454516362,-1.162901219,0.269791189,2
-1.990169961,-0.611953147,0.192275086,2
-4.319365964,3.846802348,0.269685011,2
2.415696177,2.330090771,-1.799977164,0
2.74707046,0.046639713,-0.59176524,0
1.214386906,0.896081239,-2.590011292,2
3.858615063,1.889808353,-0.489536621,0
-4.115758432,3.333746238,0.23888096,2
3.72770461,-3.957362551,-0.936284925,1
-3.592763437,-1.450910892,0.272488067,2
-3.99242968,1.313963993,-1.206966177,2
4.300912755,1.773770024,-0.42913556,0
0.255096467,2.907950782,-0.23649835,2
0.107474474,-4.448769359,0.617808132,3
-4.150341255,-0.643986557,0.251029043,2
4.983913902,0.815209731,-0.565399697,0
0.532623569,-0.696688558,-0.581643978,2
-3.089599099,3.379099128,0.234208237,2
-0.310824672,1.219631547,-1.872904042,2
2.316197455,-2.780860952,-0.896034387,1
0.841735072,-2.266834998,0.191809686,3
2.80807695,3.09672227,-1.625250208,0
0.100394037,-4.453522633,0.619409757,3
-3.979762921,-4.221989941,0.668792926,3
1.628162232,1.682361814,-0.342200422,0
2.365768214,-2.471729733,-0.948708329,1
-2.934296451,-1.339520306,0.267299089,2
4.134845378,-4.874733687,-0.275541326,1
-4.227916038,3.274933081,0.230842585,2
2.194187173,-3.966690674,-0.756405114,1
1.180069559,-4.265810848,-0.180474715,3
-2.099700255,-3.256372411,0.047232482,3
3.907651345,-2.424868926,-0.685351549,1
-1.762432075,0.535538789,-0.819604127,2
-2.480905618,0.092245188,-0.296682594,2
-3.602553498,-4.889397058,0.681112975,3
-3.395923736,-4.676340489,0.674378744,3
-1.61514784,4.952685462,0.273108672,2
2.943464681,4.63590697,-0.495827933,0
3.673271973,-3.155059283,-1.095499105,1
-1.561975855,4.985637629,0.273055748,2
-3.069294112,3.899149431,0.269546039,2
-2.348692341,4.403926517,0.273014436,2
-3.907731814,3.672621042,0.264697982,2
3.82837961,0.062365238,0.328919797,0
-4.791251172,4.028330807,0.271855609,2
-1.356693392,4.86485322,0.272605009,2
-1.286222548,-3.848672337,0.640287464,3
-2.991097377,-1.200599951,0.266935034,2
-1.650831358,4.98304221,0.273137846,2
-0.058315511,-4.410711855,0.647585492,3
-4.885800965,1.911425294,-0.772026357,2
-4.175651156,4.908378206,0.273251868,2
-0.246814285,3.090849917,0.10275921,2
1.613042354,4.968545394,0.231995373,0
-2.29688074,0.469992714,-0.956824565,2
-2.83210345,-3.877451581,0.444180494,3
0.802505608,4.201357984,-0.658134792,2
0.127821769,2.462649151,-0.499041509,2
1.618000458,-4.608294723,-0.184191276,1
-3.268822695,-1.728682346,0.27195793,2
2.78867089,4.940968555,-0.577304445,0
-2.335871048,-2.982932452,-0.358647307,3
1.234951008,-1.537957981,-1.112094118,2
-1.478288929,0.188617478,-0.224109228,2
-3.839178208,-1.882170345,0.489227012,3
-3.812292334,-1.106999403,0.269983415,2
-1.589779146,-4.434673595,0.669286629,3
0.839564215,-0.080076132,-1.337070118,2
4.522419917,-4.230324429,-0.598977898,1
-2.943860813,-1.495711537,0.267760872,2
3.513292934,4.82279486,0.123209724,0
0.644874877,3.058915637,-0.570511535,2
2.831815662,-0.978575977,-0.549526302,0
-0.558638298,-4.846385571,0.679368351,3
3.74215596,3.002832258,-0.803363002,0
-2.982965494,-3.768823622,0.394519786,3
-3.61707761,-3.800583371,0.568230646,3
3.876334153,2.909763908,-0.781182855,0
2.540374926,-0.218195977,-0.605609849,0
4.017682325,1.080366343,0.014800037,0
4.145798382,-2.410475861,-0.593937528,1
1.092056943,-0.766500353,-1.044841417,2
2.759246222,0.075423549,-0.587787448,0
-2.485586878,-4.95594928,0.679031427,3
0.079231121,-1.478566214,-0.56713843,2
3.455235707,-3.985602767,-1.067397223,1
0.504278007,-0.149306219,-1.017326422,2
2.082672829,-1.774122681,-0.28232933,0
4.5020494,0.446200989,0.054555093,0
-3.065684765,-1.80523007,0.26981375,2
-3.524698254,3.985207408,0.271197747,2
-3.165596896,0.899796766,-1.523529857,2
1.401521977,1.911655605,-2.207378061,2
3.005625159,-4.400010719,-1.251770612,1
4.684289428,3.536375727,0.137086332,0
0.004272531,1.379920787,-2.098870663,2
4.044260382,1.410695738,-0.136176576,0
-0.686414365,2.745638347,0.016699998,2
-3.105613148,4.847427011,0.273245946,2
-4.477394354,2.382583392,-0.25428328,2
2.209742396,-4.119580589,-0.774005137,1
-1.165182363,0.352279591,-0.41367233,2
0.719765618,4.60968693,-0.563152218,2
-2.660537767,3.261332006,0.204593066,2
-2.747869819,-1.289934984,0.26196205,2
-4.122859425,1.764952775,-0.987340082,2
-2.504196478,2.145220474,-1.136300466,2
1.63930682,3.958596807,-0.008904975,0
-2.110169729,4.690222357,0.273214799,2
0.086210002,-4.41964506,0.622516222,3
-3.686138997,-1.911495653,0.397992004,3
-1.219965518,-4.990585812,0.68299993,3
1.302843281,4.856802345,-1.054883239,2
-4.508877478,2.015165992,-0.669735974,2
-0.483484728,4.73147314,0.235700491,2
-1.306402125,-0.938986065,0.001786566,2
-1.597423494,-3.743470585,0.566026369,3
0.681479807,-1.202964573,-0.670922377,2
-3.027394593,4.841624777,0.273245176,2
-0.823915222,-3.749533846,0.669784246,3
-4.85145943,2.779805837,0.068215963,2
3.863264122,-1.40286439,0.448693746,0
2.99175148,-1.271966805,-0.432925994,0
4.24354091,4.389596609,0.579441268,0
-0.964300148,4.013828435,0.266842041,2
-1.408592966,-1.131927293,-0.057119165,2
3.328618802,0.617159183,-0.144048395,0
0.683760433,1.903848135,-1.868876473,2
1.518980362,2.959539781,-0.865716825,0
4.580079932,-3.995053664,-0.856650394,1
-2.014707348,0.010101209,-0.136359753,2
2.286162884,4.420199697,-0.526922609,0
-3.126347799,-0.644490918,0.229915171,2
-2.501479513,1.609695113,-2.216836078,2
0.164732544,-4.600406803,0.603602417,3
1.5062548,4.800545389,0.325485173,0
2.586698805,1.724548442,-1.221880446,0
-1.232197214,3.611764548,0.260405268,2
3.317188862,2.72922544,-1.415704985,0
3.948173886,-2.307181697,-0.596709158,1
3.665910568,-0.288841767,0.261015152,0
0.539531176,-3.268467639,0.438717259,3
-0.107784229,4.340288374,0.13800038,2
-2.59275769,2.354925599,-0.690039938,2
-0.462137846,0.051528341,-0.487359214,2
3.237209941,-3.832890063,-1.218012829,1
3.843277675,-3.131698645,-1.080356304,1
1.616276841,3.667303181,-0.208203472,0
4.109774091,1.192291411,-0.06989792,0
1.7993045,-4.339891625,-0.330838948,1
-0.950676309,1.016446776,-1.277493382,2
-4.976651526,2.182683166,-0.464829914,2
-0.072027786,-3.463757488,0.648627253,3
3.687723847,-0.745058141,0.300909889,0
-3.49344353,0.076590325,-0.076461047,2
-0.314461706,-0.401423382,-0.187886189,2
1.363037701,0.247408761,-1.731903025,2
-3.608585155,-3.555717179,0.482627334,3
-4.705552928,-2.832098112,0.666244741,3
0.887190259,2.040868682,-1.822393193,2
-1.398191071,4.156184028,0.271945692,2
-1.105082428,-2.666090053,0.55564884,3
4.084505038,4.173419363,0.458851991,0
-3.141994458,3.124738829,0.173359007,2
-1.499810955,0.039872282,-0.083149221,2
3.502864475,-2.724079657,-1.041410603,1
-2.223230683,1.110585976,-2.161882778,2
-3.617491984,-0.675045754,0.246904632,2
4.899850205,4.667714119,0.70395301,0
-0.746584813,1.023836548,-1.399499213,2
-1.009684439,1.54285893,-1.320345986,2
1.113667238,1.691573618,-2.466995596,2
1.32862519,4.27203646,-1.061568748,2
0.555746428,4.530176705,-0.376470204,2
-1.066337371,-3.00953913,0.588509396,3
3.685485703,-3.155801232,-1.093660313,1
-0.824871449,4.087209542,0.263016385,2
2.796045682,2.26982214,-1.762705758,0
0.311748651,-0.880630469,-0.380396391,2
-4.988004406,-0.445525673,0.229838411,2
-2.95605507,-0.132163871,-0.004208969,2
0.520602696,3.985968488,-0.339647011,2
2.809573998,2.410930521,-1.851279038,0
3.036143502,-2.358740601,-1.246824216,1
0.686053098,4.291768109,-0.524612145,2
1.694014623,2.093573722,-0.870688011,0
1.236512865,3.848056068,-1.034265262,2
0.589706659,0.741263046,-2.48621712,2
0.612471321,0.711760813,-2.458251287,2
3.288026869,4.184837843,-0.234632605,0
1.899301441,-4.696391457,-0.427384017,1
1.375275266,1.253448014,-2.684588862,2
3.825651181,-3.817651735,-0.979674808,1
